model,fold,task,length,lbin,genus,new,matched
baseline_esm2,2,pep,28,25-29,Tachypleus,False,0
baseline_esm2,2,propep,15,15-19,Triticum,False,1
baseline_esm2,2,pep,28,25-29,Carcinoscorpius,False,0
baseline_esm2,2,pep,28,25-29,Limulus,False,0
baseline_esm2,2,propep,21,20-24,Pseudopleuronectes,False,1
baseline_esm2,2,pep,12,10-14,Homo,False,0
baseline_esm2,2,propep,24,20-24,Homo,False,1
baseline_esm2,2,propep,13,10-14,Blastochloris,False,0
baseline_esm2,2,propep,35,35-39,Mus,False,0
baseline_esm2,2,propep,27,25-29,Homo,False,0
baseline_esm2,2,pep,11,10-14,Homo,False,0
baseline_esm2,2,propep,13,10-14,Solanum,False,0
baseline_esm2,2,pep,10,10-14,Xenopus,False,0
baseline_esm2,2,propep,5,5-9,Xenopus,False,0
baseline_esm2,2,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,propep,46,45-50,Xenopus,False,0
baseline_esm2,2,propep,5,5-9,Xenopus,False,1
baseline_esm2,2,pep,10,10-14,Xenopus,True,1
baseline_esm2,2,pep,10,10-14,Xenopus,True,1
baseline_esm2,2,pep,10,10-14,Xenopus,True,1
baseline_esm2,2,pep,10,10-14,Xenopus,True,1
baseline_esm2,2,propep,22,20-24,Xenopus,True,0
baseline_esm2,2,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,propep,47,45-50,Xenopus,False,0
baseline_esm2,2,propep,5,5-9,Xenopus,False,1
baseline_esm2,2,pep,28,25-29,Rattus,False,0
baseline_esm2,2,pep,28,25-29,Homo,False,0
baseline_esm2,2,propep,26,25-29,Homo,False,0
baseline_esm2,2,propep,8,5-9,Petromyzon,False,1
baseline_esm2,2,propep,35,35-39,Bos,False,0
baseline_esm2,2,pep,34,30-34,Bos,False,0
baseline_esm2,2,propep,18,15-19,Pseudopleuronectes,False,0
baseline_esm2,2,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,propep,35,35-39,Rattus,False,0
baseline_esm2,2,propep,13,10-14,Solanum,False,0
baseline_esm2,2,propep,27,25-29,Saccharomyces,False,1
baseline_esm2,2,propep,40,40-44,Homo,False,1
baseline_esm2,2,propep,25,25-29,Myzopsetta,False,0
baseline_esm2,2,propep,47,45-50,Aeromonas,False,0
baseline_esm2,2,propep,48,45-50,Aeromonas,False,0
baseline_esm2,2,pep,34,30-34,Mus,False,0
baseline_esm2,2,propep,14,10-14,Bacillus,False,1
baseline_esm2,2,propep,19,15-19,Trichosanthes,False,0
baseline_esm2,2,pep,20,20-24,Bos,False,0
baseline_esm2,2,propep,44,40-44,Bos,False,1
baseline_esm2,2,pep,20,20-24,Homo,False,0
baseline_esm2,2,propep,44,40-44,Homo,False,0
baseline_esm2,2,pep,20,20-24,Rattus,False,0
baseline_esm2,2,propep,46,45-50,Rattus,False,0
baseline_esm2,2,pep,20,20-24,Mus,False,0
baseline_esm2,2,propep,46,45-50,Mus,False,0
baseline_esm2,2,pep,16,15-19,Conus,False,1
baseline_esm2,2,propep,25,25-29,Conus,False,1
baseline_esm2,2,pep,16,15-19,Conus,False,0
baseline_esm2,2,propep,27,25-29,Conus,False,1
baseline_esm2,2,pep,36,35-39,Conus,False,0
baseline_esm2,2,propep,17,15-19,Conus,False,0
baseline_esm2,2,propep,5,5-9,Conus,False,1
baseline_esm2,2,pep,13,10-14,Conus,False,1
baseline_esm2,2,propep,30,30-34,Conus,False,1
baseline_esm2,2,propep,5,5-9,Conus,True,1
baseline_esm2,2,propep,10,10-14,Conus,False,1
baseline_esm2,2,propep,10,10-14,Conus,True,0
baseline_esm2,2,pep,12,10-14,Conus,False,1
baseline_esm2,2,propep,27,25-29,Conus,False,1
baseline_esm2,2,pep,12,10-14,Conus,False,1
baseline_esm2,2,propep,24,20-24,Conus,False,1
baseline_esm2,2,pep,10,10-14,Tityus,True,0
baseline_esm2,2,propep,21,20-24,Phoneutria,True,1
baseline_esm2,2,propep,24,20-24,Oryza,False,0
baseline_esm2,2,propep,24,20-24,Oryza,False,0
baseline_esm2,2,propep,24,20-24,Oryza,False,0
baseline_esm2,2,pep,12,10-14,Conus,False,1
baseline_esm2,2,propep,29,25-29,Conus,False,1
baseline_esm2,2,pep,11,10-14,Conus,False,1
baseline_esm2,2,propep,30,30-34,Conus,False,1
baseline_esm2,2,pep,11,10-14,Conus,False,1
baseline_esm2,2,propep,28,25-29,Conus,False,1
baseline_esm2,2,pep,12,10-14,Conus,False,1
baseline_esm2,2,propep,28,25-29,Conus,False,1
baseline_esm2,2,pep,18,15-19,Conus,False,1
baseline_esm2,2,propep,27,25-29,Conus,False,1
baseline_esm2,2,pep,14,10-14,Conus,False,0
baseline_esm2,2,propep,37,35-39,Conus,False,0
baseline_esm2,2,pep,12,10-14,Conus,False,1
baseline_esm2,2,propep,26,25-29,Conus,False,1
baseline_esm2,2,pep,11,10-14,Conus,False,1
baseline_esm2,2,propep,26,25-29,Conus,False,1
baseline_esm2,2,pep,12,10-14,Conus,False,1
baseline_esm2,2,propep,28,25-29,Conus,False,1
baseline_esm2,2,propep,16,15-19,Protobothrops,False,0
baseline_esm2,2,propep,16,15-19,Craspedocephalus,True,0
baseline_esm2,2,propep,33,30-34,Aspergillus,False,1
baseline_esm2,2,pep,30,30-34,Conus,False,0
baseline_esm2,2,propep,17,15-19,Conus,False,0
baseline_esm2,2,pep,37,35-39,Conus,False,0
baseline_esm2,2,propep,17,15-19,Conus,False,1
baseline_esm2,2,propep,5,5-9,Conus,False,0
baseline_esm2,2,pep,17,15-19,Streptomyces,False,1
baseline_esm2,2,pep,14,10-14,Streptomyces,False,1
baseline_esm2,2,propep,42,40-44,Streptomyces,False,1
baseline_esm2,2,pep,19,15-19,Conus,True,0
baseline_esm2,2,pep,15,15-19,Conus,False,1
baseline_esm2,2,propep,26,25-29,Conus,False,1
baseline_esm2,2,pep,20,20-24,Conus,False,1
baseline_esm2,2,propep,22,20-24,Conus,False,1
baseline_esm2,2,pep,20,20-24,Conus,False,1
baseline_esm2,2,propep,22,20-24,Conus,False,1
baseline_esm2,2,pep,42,40-44,Conus,False,0
baseline_esm2,2,propep,19,15-19,Conus,False,0
baseline_esm2,2,pep,42,40-44,Conus,False,0
baseline_esm2,2,propep,19,15-19,Conus,False,1
baseline_esm2,2,pep,23,20-24,Conus,False,1
baseline_esm2,2,propep,18,15-19,Conus,False,1
baseline_esm2,2,pep,13,10-14,Hoffmannihadrurus,False,1
baseline_esm2,2,propep,32,30-34,Hoffmannihadrurus,False,1
baseline_esm2,2,pep,10,10-14,Hoffmannihadrurus,False,1
baseline_esm2,2,propep,32,30-34,Hoffmannihadrurus,False,1
baseline_esm2,2,pep,18,15-19,Conus,False,1
baseline_esm2,2,propep,26,25-29,Conus,False,1
baseline_esm2,2,propep,28,25-29,Porphyromonas,False,1
baseline_esm2,2,propep,24,20-24,Aspergillus,False,1
baseline_esm2,2,propep,32,30-34,Aspergillus,False,1
baseline_esm2,2,propep,29,25-29,Aspergillus,False,0
baseline_esm2,2,pep,36,35-39,Conus,True,0
baseline_esm2,2,propep,5,5-9,Conus,True,0
baseline_esm2,2,pep,37,35-39,Conus,True,0
baseline_esm2,2,propep,5,5-9,Conus,True,0
baseline_esm2,2,pep,15,15-19,Conus,False,1
baseline_esm2,2,propep,26,25-29,Conus,False,1
baseline_esm2,2,pep,16,15-19,Conus,False,1
baseline_esm2,2,propep,23,20-24,Conus,False,1
baseline_esm2,2,pep,17,15-19,Conus,True,0
baseline_esm2,2,pep,17,15-19,Conus,True,0
baseline_esm2,2,pep,17,15-19,Conus,True,0
baseline_esm2,2,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,propep,40,40-44,Lachesana,True,1
baseline_esm2,2,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,pep,17,15-19,Conus,False,1
baseline_esm2,2,propep,26,25-29,Conus,False,1
baseline_esm2,2,pep,18,15-19,Conus,False,1
baseline_esm2,2,propep,26,25-29,Conus,False,1
baseline_esm2,2,pep,17,15-19,Conus,False,1
baseline_esm2,2,propep,26,25-29,Conus,False,1
baseline_esm2,2,propep,26,25-29,Calloselasma,False,0
baseline_esm2,2,pep,16,15-19,Conus,False,1
baseline_esm2,2,propep,27,25-29,Conus,False,1
baseline_esm2,2,pep,37,35-39,Conus,False,0
baseline_esm2,2,propep,17,15-19,Conus,False,1
baseline_esm2,2,propep,5,5-9,Conus,False,0
baseline_esm2,2,pep,37,35-39,Conus,False,0
baseline_esm2,2,propep,17,15-19,Conus,False,1
baseline_esm2,2,propep,5,5-9,Conus,False,0
baseline_esm2,2,propep,8,5-9,Loxosceles,False,1
baseline_esm2,2,propep,8,5-9,Loxosceles,False,1
baseline_esm2,2,propep,8,5-9,Loxosceles,False,1
baseline_esm2,2,propep,8,5-9,Loxosceles,True,1
baseline_esm2,2,propep,8,5-9,Loxosceles,False,1
baseline_esm2,2,pep,31,30-34,Chilobrachys,False,1
baseline_esm2,2,propep,32,30-34,Iotyrris,False,0
baseline_esm2,2,propep,8,5-9,Lychas,False,0
baseline_esm2,2,pep,16,15-19,Conus,False,1
baseline_esm2,2,propep,27,25-29,Conus,False,1
baseline_esm2,2,pep,15,15-19,Conus,True,1
baseline_esm2,2,pep,16,15-19,Conus,True,0
baseline_esm2,2,pep,33,30-34,Conus,False,0
baseline_esm2,2,propep,16,15-19,Conus,False,0
baseline_esm2,2,pep,26,25-29,Conus,False,1
baseline_esm2,2,propep,23,20-24,Conus,False,1
baseline_esm2,2,pep,22,20-24,Conus,True,1
baseline_esm2,2,propep,27,25-29,Conus,True,1
baseline_esm2,2,pep,36,35-39,Conus,True,0
baseline_esm2,2,propep,5,5-9,Conus,True,0
baseline_esm2,2,pep,15,15-19,Conus,False,1
baseline_esm2,2,propep,26,25-29,Conus,False,1
baseline_esm2,2,pep,13,10-14,Heterometrus,False,1
baseline_esm2,2,propep,29,25-29,Heterometrus,False,1
baseline_esm2,2,pep,13,10-14,Heterometrus,False,1
baseline_esm2,2,propep,31,30-34,Heterometrus,False,1
baseline_esm2,2,pep,14,10-14,Scorpiops,False,1
baseline_esm2,2,propep,34,30-34,Scorpiops,False,1
baseline_esm2,2,pep,14,10-14,Scorpiops,False,1
baseline_esm2,2,propep,29,25-29,Scorpiops,False,1
baseline_esm2,2,propep,13,10-14,Conus,False,0
baseline_esm2,2,propep,8,5-9,Iotyrris,False,1
baseline_esm2,2,pep,21,20-24,Iotyrris,False,0
baseline_esm2,2,pep,29,25-29,Iotyrris,False,0
baseline_esm2,2,pep,28,25-29,Iotyrris,False,0
baseline_esm2,2,pep,21,20-24,Iotyrris,False,1
baseline_esm2,2,pep,12,10-14,Conus,False,1
baseline_esm2,2,propep,28,25-29,Conus,False,1
baseline_esm2,2,pep,12,10-14,Conus,True,1
baseline_esm2,2,propep,28,25-29,Conus,True,0
baseline_esm2,2,pep,16,15-19,Conus,False,1
baseline_esm2,2,propep,23,20-24,Conus,False,1
baseline_esm2,2,pep,16,15-19,Conus,False,1
baseline_esm2,2,propep,23,20-24,Conus,False,1
baseline_esm2,2,pep,20,20-24,Conus,False,0
baseline_esm2,2,propep,7,5-9,Conus,False,0
baseline_esm2,2,propep,16,15-19,Conus,False,0
baseline_esm2,2,pep,13,10-14,Heterometrus,False,1
baseline_esm2,2,propep,28,25-29,Heterometrus,False,1
baseline_esm2,2,pep,13,10-14,Heterometrus,False,1
baseline_esm2,2,propep,28,25-29,Heterometrus,False,1
baseline_esm2,2,pep,13,10-14,Heterometrus,False,1
baseline_esm2,2,propep,28,25-29,Heterometrus,False,1
baseline_esm2,2,pep,13,10-14,Heterometrus,False,1
baseline_esm2,2,propep,29,25-29,Heterometrus,False,1
baseline_esm2,2,pep,10,10-14,Chaerilus,False,1
baseline_esm2,2,pep,10,10-14,Chaerilus,False,1
baseline_esm2,2,propep,31,30-34,Chaerilus,False,1
baseline_esm2,2,pep,15,15-19,Chaerilus,False,1
baseline_esm2,2,propep,31,30-34,Chaerilus,False,1
baseline_esm2,2,pep,10,10-14,Chaerilus,False,1
baseline_esm2,2,propep,31,30-34,Chaerilus,False,1
baseline_esm2,2,pep,14,10-14,Chaerilus,False,1
baseline_esm2,2,propep,34,30-34,Chaerilus,False,1
baseline_esm2,2,pep,14,10-14,Chaerilus,False,1
baseline_esm2,2,propep,25,25-29,Chaerilus,False,0
baseline_esm2,2,pep,30,30-34,Dofleinia,False,1
baseline_esm2,2,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,propep,8,5-9,Anemonia,False,1
baseline_esm2,2,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,propep,8,5-9,Anemonia,False,1
baseline_esm2,2,pep,24,20-24,Terebra,False,1
baseline_esm2,2,propep,17,15-19,Terebra,False,1
baseline_esm2,2,pep,22,20-24,Terebra,False,1
baseline_esm2,2,propep,19,15-19,Terebra,False,1
baseline_esm2,2,pep,18,15-19,Conus,False,1
baseline_esm2,2,propep,6,5-9,Conus,False,1
baseline_esm2,2,propep,15,15-19,Conus,False,1
baseline_esm2,2,propep,24,20-24,Epiactis,False,1
baseline_esm2,2,pep,14,10-14,Conus,False,1
baseline_esm2,2,propep,25,25-29,Conus,False,1
baseline_esm2,2,pep,18,15-19,Conus,False,1
baseline_esm2,2,propep,22,20-24,Conus,False,1
baseline_esm2,2,pep,14,10-14,Conus,False,0
baseline_esm2,2,propep,26,25-29,Conus,False,0
baseline_esm2,2,pep,16,15-19,Conus,False,1
baseline_esm2,2,propep,27,25-29,Conus,False,1
baseline_esm2,2,pep,16,15-19,Conus,True,0
baseline_esm2,2,propep,24,20-24,Acanthoscurria,False,1
baseline_esm2,2,propep,17,15-19,Dendrocnide,False,1
baseline_esm2,2,propep,17,15-19,Dendrocnide,False,1
baseline_esm2,2,propep,10,10-14,Nematostella,False,1
baseline_esm2,2,pep,24,20-24,Pogonomyrmex,True,0
baseline_esm2,2,propep,37,35-39,Pogonomyrmex,True,0
baseline_esm2,2,pep,27,25-29,Pogonomyrmex,True,0
baseline_esm2,2,propep,39,35-39,Pogonomyrmex,True,0
baseline_esm2,2,pep,22,20-24,Pogonomyrmex,True,0
baseline_esm2,2,propep,36,35-39,Pogonomyrmex,True,0
baseline_esm2,2,pep,27,25-29,Pogonomyrmex,True,0
baseline_esm2,2,propep,10,10-14,Pogonomyrmex,True,0
baseline_esm2,2,pep,29,25-29,Pogonomyrmex,True,1
baseline_esm2,2,propep,12,10-14,Pogonomyrmex,True,1
baseline_esm2,2,pep,13,10-14,Mesomexovis,True,1
baseline_esm2,2,propep,32,30-34,Mesomexovis,True,1
baseline_esm2,2,pep,16,15-19,Mesomexovis,True,1
baseline_esm2,2,propep,32,30-34,Mesomexovis,True,1
baseline_esm2,2,pep,28,25-29,Aulactinia,True,1
baseline_esm2,2,propep,18,15-19,Aulactinia,True,1
baseline_esm2,2,propep,21,20-24,Exaiptasia,True,0
baseline_esm2,2,propep,29,25-29,Exaiptasia,True,1
baseline_esm2,2,propep,20,20-24,Exaiptasia,True,0
baseline_esm2,2,propep,26,25-29,Exaiptasia,True,1
baseline_esm2,2,propep,16,15-19,Exaiptasia,True,0
baseline_esm2,2,propep,31,30-34,Exaiptasia,True,1
baseline_esm2,2,propep,15,15-19,Exaiptasia,True,1
baseline_esm2,2,pep,13,10-14,Tetramorium,False,0
baseline_esm2,2,propep,14,10-14,Tetramorium,False,0
baseline_esm2,2,pep,18,15-19,Tetramorium,False,1
baseline_esm2,2,propep,10,10-14,Tetramorium,False,1
baseline_esm2,2,pep,16,15-19,Tetramorium,False,1
baseline_esm2,2,propep,12,10-14,Tetramorium,False,1
baseline_esm2,2,propep,26,25-29,Myrmecia,False,0
baseline_esm2,2,propep,24,20-24,Myrmecia,False,0
baseline_esm2,2,pep,21,20-24,Myrmecia,False,0
baseline_esm2,2,propep,17,15-19,Myrmecia,False,0
baseline_esm2,2,pep,21,20-24,Myrmecia,False,1
baseline_esm2,2,propep,17,15-19,Myrmecia,False,0
baseline_esm2,2,pep,13,10-14,Myrmecia,False,1
baseline_esm2,2,propep,13,10-14,Myrmecia,False,0
baseline_esm2,2,propep,33,30-34,Myrmecia,False,0
baseline_esm2,2,propep,48,45-50,Acropora,False,1
baseline_esm2,2,pep,21,20-24,Pterois,False,0
baseline_esm2,2,propep,23,20-24,Pterois,False,0
baseline_esm2,2,pep,18,15-19,Conus,False,1
baseline_esm2,2,propep,6,5-9,Conus,False,0
baseline_esm2,2,propep,15,15-19,Conus,False,1
baseline_esm2,2,propep,8,5-9,Conus,False,0
baseline_esm2,2,pep,21,20-24,Lycosa,True,1
baseline_esm2,2,propep,19,15-19,Conasprella,True,1
baseline_esm2,2,pep,14,10-14,Conus,True,0
baseline_esm2,2,pep,29,25-29,Tetramorium,True,1
baseline_esm2,2,propep,26,25-29,Tetramorium,True,1
baseline_esm2,2,pep,14,10-14,Heterometrus,True,1
baseline_esm2,2,propep,29,25-29,Heterometrus,True,1
baseline_esm2,2,pep,22,20-24,Pogonomyrmex,True,1
baseline_esm2,2,propep,34,30-34,Pogonomyrmex,True,1
baseline_esm2,2,pep,27,25-29,Pogonomyrmex,True,0
baseline_esm2,2,propep,38,35-39,Pogonomyrmex,True,0
baseline_esm2,2,pep,27,25-29,Pogonomyrmex,True,0
baseline_esm2,2,pep,27,25-29,Pogonomyrmex,True,1
baseline_esm2,2,propep,38,35-39,Pogonomyrmex,True,0
baseline_esm2,2,pep,27,25-29,Pogonomyrmex,True,0
baseline_esm2,2,propep,34,30-34,Pogonomyrmex,True,0
baseline_esm2,2,pep,20,20-24,Pogonomyrmex,True,1
baseline_esm2,2,propep,30,30-34,Pogonomyrmex,True,1
baseline_esm2,2,pep,26,25-29,Pogonomyrmex,True,0
baseline_esm2,2,propep,10,10-14,Pogonomyrmex,True,0
baseline_esm2,2,pep,26,25-29,Pogonomyrmex,True,1
baseline_esm2,2,propep,10,10-14,Pogonomyrmex,True,1
baseline_esm2,2,pep,26,25-29,Pogonomyrmex,True,0
baseline_esm2,2,propep,10,10-14,Pogonomyrmex,True,0
baseline_esm2,2,pep,28,25-29,Pogonomyrmex,True,1
baseline_esm2,2,propep,12,10-14,Pogonomyrmex,True,1
baseline_esm2,2,pep,14,10-14,Euscorpiops,True,1
baseline_esm2,2,propep,32,30-34,Euscorpiops,True,1
baseline_esm2,2,pep,13,10-14,Euscorpiops,True,1
baseline_esm2,2,propep,32,30-34,Euscorpiops,True,1
baseline_esm2,2,pep,13,10-14,Euscorpiops,True,1
baseline_esm2,2,propep,32,30-34,Euscorpiops,True,1
baseline_esm2,2,pep,13,10-14,Scorpio,True,1
baseline_esm2,2,propep,32,30-34,Scorpio,True,1
baseline_esm2,2,propep,35,35-39,Oulactis,True,1
baseline_esm2,2,pep,28,25-29,Radianthus,True,0
baseline_esm2,2,propep,12,10-14,Radianthus,True,0
baseline_esm2,2,pep,16,15-19,Conus,True,0
baseline_esm2,2,propep,24,20-24,Conus,True,0
baseline_esm2,2,propep,24,20-24,Sinapis,False,0
baseline_esm2,2,propep,18,15-19,Marchantia,False,0
baseline_esm2,2,pep,6,5-9,Canis,False,1
baseline_esm2,2,pep,20,20-24,Canis,False,1
baseline_esm2,2,propep,15,15-19,Glycine,False,1
baseline_esm2,2,propep,35,35-39,Ovis,False,0
baseline_esm2,2,pep,34,30-34,Ovis,False,0
baseline_esm2,2,propep,21,20-24,Saccharomyces,False,1
baseline_esm2,2,propep,15,15-19,Triticum,False,1
baseline_esm2,2,propep,15,15-19,Triticum,True,1
baseline_esm2,2,pep,6,5-9,Xenopus,False,0
baseline_esm2,2,pep,23,20-24,Xenopus,False,1
baseline_esm2,2,pep,6,5-9,Xenopus,False,0
baseline_esm2,2,pep,23,20-24,Xenopus,False,1
baseline_esm2,2,pep,6,5-9,Xenopus,False,0
baseline_esm2,2,pep,23,20-24,Xenopus,False,1
baseline_esm2,2,pep,6,5-9,Xenopus,False,0
baseline_esm2,2,pep,23,20-24,Xenopus,False,1
baseline_esm2,2,pep,6,5-9,Xenopus,False,0
baseline_esm2,2,pep,23,20-24,Xenopus,False,1
baseline_esm2,2,pep,6,5-9,Xenopus,False,0
baseline_esm2,2,pep,23,20-24,Xenopus,False,1
baseline_esm2,2,propep,8,5-9,Xenopus,False,0
baseline_esm2,2,propep,11,10-14,Xenopus,False,0
baseline_esm2,2,propep,11,10-14,Xenopus,False,0
baseline_esm2,2,propep,11,10-14,Xenopus,False,0
baseline_esm2,2,propep,11,10-14,Xenopus,False,0
baseline_esm2,2,propep,11,10-14,Xenopus,False,0
baseline_esm2,2,propep,12,10-14,Xenopus,False,1
baseline_esm2,2,propep,12,10-14,Mus,False,1
baseline_esm2,2,propep,19,15-19,Bacillus,False,1
baseline_esm2,2,propep,22,20-24,Spinacia,False,0
baseline_esm2,2,propep,24,20-24,Nicotiana,False,0
baseline_esm2,2,propep,21,20-24,Dictyostelium,False,1
baseline_esm2,2,propep,19,15-19,Mus,False,0
baseline_esm2,2,pep,21,20-24,Atractaspis,False,0
baseline_esm2,2,pep,21,20-24,Atractaspis,False,0
baseline_esm2,2,pep,21,20-24,Atractaspis,False,0
baseline_esm2,2,pep,21,20-24,Atractaspis,False,0
baseline_esm2,2,pep,21,20-24,Atractaspis,False,0
baseline_esm2,2,pep,21,20-24,Atractaspis,False,0
baseline_esm2,2,pep,21,20-24,Atractaspis,False,0
baseline_esm2,2,pep,21,20-24,Atractaspis,False,0
baseline_esm2,2,pep,21,20-24,Atractaspis,False,0
baseline_esm2,2,pep,21,20-24,Atractaspis,False,0
baseline_esm2,2,pep,21,20-24,Atractaspis,False,0
baseline_esm2,2,pep,21,20-24,Atractaspis,False,0
baseline_esm2,2,propep,46,45-50,Atractaspis,False,0
baseline_esm2,2,propep,18,15-19,Atractaspis,False,0
baseline_esm2,2,propep,18,15-19,Atractaspis,False,0
baseline_esm2,2,propep,18,15-19,Atractaspis,False,0
baseline_esm2,2,propep,18,15-19,Atractaspis,False,0
baseline_esm2,2,propep,18,15-19,Atractaspis,False,0
baseline_esm2,2,propep,18,15-19,Atractaspis,False,0
baseline_esm2,2,propep,18,15-19,Atractaspis,False,0
baseline_esm2,2,propep,18,15-19,Atractaspis,False,0
baseline_esm2,2,propep,18,15-19,Atractaspis,False,0
baseline_esm2,2,propep,18,15-19,Atractaspis,False,0
baseline_esm2,2,propep,18,15-19,Atractaspis,False,0
baseline_esm2,2,propep,12,10-14,Atractaspis,False,0
baseline_esm2,2,pep,25,25-29,Xenopus,False,0
baseline_esm2,2,pep,14,10-14,Xenopus,False,0
baseline_esm2,2,propep,8,5-9,Synechococcus,False,0
baseline_esm2,2,propep,18,15-19,Protobothrops,False,0
baseline_esm2,2,propep,23,20-24,Cyamopsis,False,1
baseline_esm2,2,propep,26,25-29,Gallus,False,1
baseline_esm2,2,propep,21,20-24,Crotalus,False,0
baseline_esm2,2,pep,13,10-14,Conus,False,1
baseline_esm2,2,propep,28,25-29,Conus,False,1
baseline_esm2,2,propep,13,10-14,Glycine,False,1
baseline_esm2,2,pep,28,25-29,Tachypleus,False,0
baseline_esm2,2,propep,8,5-9,Synechocystis,False,1
baseline_esm2,2,pep,11,10-14,Mus,False,0
baseline_esm2,2,propep,17,15-19,Momordica,False,0
baseline_esm2,2,propep,13,10-14,Solanum,False,0
baseline_esm2,2,propep,18,15-19,Ovis,True,1
baseline_esm2,2,propep,35,35-39,Ovis,True,0
baseline_esm2,2,propep,18,15-19,Oryctolagus,True,1
baseline_esm2,2,propep,35,35-39,Oryctolagus,True,0
baseline_esm2,2,propep,35,35-39,Sus,True,0
baseline_esm2,2,propep,18,15-19,Mus,False,1
baseline_esm2,2,propep,44,40-44,Mus,False,0
baseline_esm2,2,propep,18,15-19,Rattus,False,1
baseline_esm2,2,propep,42,40-44,Rattus,False,0
baseline_esm2,2,propep,35,35-39,Xenopus,False,0
baseline_esm2,2,propep,35,35-39,Sus,False,0
baseline_esm2,2,propep,16,15-19,Protobothrops,False,0
baseline_esm2,2,propep,35,35-39,Cavia,False,0
baseline_esm2,2,propep,24,20-24,Bacillus,False,0
baseline_esm2,2,propep,35,35-39,Gallus,False,0
baseline_esm2,2,propep,9,5-9,Chlamydomonas,False,0
baseline_esm2,2,propep,18,15-19,Protobothrops,False,0
baseline_esm2,2,propep,25,25-29,Plasmodium,False,1
baseline_esm2,2,propep,18,15-19,Canis,False,1
baseline_esm2,2,propep,32,30-34,Canis,False,0
baseline_esm2,2,pep,34,30-34,Staphylococcus,False,1
baseline_esm2,2,propep,26,25-29,Staphylococcus,False,1
baseline_esm2,2,propep,12,10-14,Rattus,False,1
baseline_esm2,2,pep,6,5-9,Rattus,False,1
baseline_esm2,2,pep,13,10-14,Rattus,False,1
baseline_esm2,2,pep,5,5-9,Rattus,False,1
baseline_esm2,2,propep,21,20-24,Solanum,False,0
baseline_esm2,2,propep,7,5-9,Protobothrops,False,0
baseline_esm2,2,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,pep,13,10-14,Manduca,False,1
baseline_esm2,2,propep,15,15-19,Manduca,False,1
baseline_esm2,2,propep,22,20-24,Trypanosoma,False,1
baseline_esm2,2,propep,31,30-34,Saccharomyces,False,1
baseline_esm2,2,propep,5,5-9,Rattus,False,0
baseline_esm2,2,propep,15,15-19,Priestia,False,0
baseline_esm2,2,propep,16,15-19,Bacillus,False,0
baseline_esm2,2,pep,27,25-29,Branchiostoma,False,0
baseline_esm2,2,pep,21,20-24,Branchiostoma,False,1
baseline_esm2,2,propep,25,25-29,Branchiostoma,False,0
baseline_esm2,2,propep,17,15-19,Bos,False,1
