run_name,status,device,error,test:precision peptides,test:recall peptides,test:f1 peptides,test:precision propeptides,test:recall propeptides,test:f1 propeptides,test:precision all,test:recall all,test:f1 all,test:residue mcc peptides,test:residue positives peptides,test:residue total peptides,test:residue roc_auc peptides,test:residue mcc propeptides,test:residue positives propeptides,test:residue total propeptides,test:residue roc_auc propeptides,test:residue mcc all,test:residue positives all,test:residue total all,test:residue roc_auc all,test:loss,homo_test:precision peptides,homo_test:recall peptides,homo_test:f1 peptides,homo_test:precision propeptides,homo_test:recall propeptides,homo_test:f1 propeptides,homo_test:precision all,homo_test:recall all,homo_test:f1 all,homo_test:residue mcc peptides,homo_test:residue positives peptides,homo_test:residue total peptides,homo_test:residue roc_auc peptides,homo_test:residue mcc propeptides,homo_test:residue positives propeptides,homo_test:residue total propeptides,homo_test:residue roc_auc propeptides,homo_test:residue mcc all,homo_test:residue positives all,homo_test:residue total all,homo_test:residue roc_auc all,homo_test:loss
train_run_esm2+3di_proj_gated,ok,cuda:0,,0.6116173120728929,0.46777003484320556,0.5301085883514314,0.7978580990629184,0.43001443001443,0.5588373183309892,0.6972307692307692,0.44711917916337807,0.5448425102188026,0.6037556141926765,27346,309829,0.8375914699401417,0.6821981459462699,30387,309829,0.8058035147057672,0.6592318676197922,57733,309829,0.8066480595681012,14.746767282485962,0.42105263157894735,0.25806451612903225,0.31999999999999995,0.9259259259259259,0.4716981132075472,0.625,0.717391304347826,0.39285714285714285,0.5076923076923077,0.4682339122596884,778,22018,0.7548015942176327,0.65773480878814,1316,22018,0.6830679142346788,0.6107070160089042,2094,22018,0.7170634154773813,16.900163650512695
train_run_esm2+3di_proj_gated_conv,ok,cuda:0,,0.6642335766423357,0.5519930675909879,0.6029342167534312,0.653012048192771,0.5870036101083033,0.6182509505703423,0.6578947368421053,0.5710909807010635,0.6114273666455831,0.6822210467900813,27346,309829,0.9158608052822765,0.7080539359447113,30387,309829,0.9082320119211701,0.731106356979067,57733,309829,0.9119889142674316,16.256927758455276,0.34782608695652173,0.24242424242424243,0.28571428571428575,0.7,0.5283018867924528,0.6021505376344085,0.5714285714285714,0.4186046511627907,0.48322147651006714,0.610248351781721,778,22018,0.8727312777463097,0.7198770115941666,1316,22018,0.9044067295672649,0.724190749603831,2094,22018,0.9011933983329586,11.391581535339355
train_run_esm2_100,ok,cuda:0,,0.6739884393063584,0.5056374674761491,0.5777998017839445,0.6456228956228957,0.5537906137184115,0.5961912164788186,0.6575742815392109,0.5319148936170213,0.5881071661947288,0.6650803461335327,27346,309829,0.9523690767401076,0.7382759954820457,30387,309829,0.9617079331130366,0.7294454207569985,57733,309829,0.9542762738111645,15.122259020805359,0.4,0.24242424242424243,0.30188679245283023,0.6829268292682927,0.5283018867924528,0.5957446808510638,0.5901639344262295,0.4186046511627907,0.4897959183673469,0.5967506574966711,778,22018,0.9307658465619992,0.7288346264754213,1316,22018,0.9499577739284253,0.7158232146062025,2094,22018,0.9383547883101921,14.51624345779419
train_run_esm2_25,ok,cuda:0,,0.33275862068965517,0.3541284403669725,0.3431111111111111,0.5752380952380952,0.43768115942028984,0.49711934156378595,0.4479638009049774,0.4008097165991903,0.4230769230769231,0.54275624453035,12754,162968,0.9377375839208093,0.6299337219699407,14843,162968,0.9523139249602945,0.6470723060775493,27597,162968,0.9427017667556981,28.966060757637024,0.15625,0.2,0.17543859649122806,0.56,0.5,0.5283018867924528,0.3333333333333333,0.3584905660377358,0.34545454545454546,0.4911187286305793,536,11924,0.9436212640695365,0.6795128613990574,661,11924,0.9391510338095781,0.624877952679413,1197,11924,0.9320952391855621,37.85502624511719
train_run_esm2_50,ok,cuda:0,,0.41367521367521365,0.4432234432234432,0.42793987621573826,0.5965811965811966,0.5057971014492754,0.5474509803921569,0.5051282051282051,0.47815533980582525,0.49127182044887785,0.6518372069488302,12754,162968,0.9359410343015957,0.6905511983493006,14843,162968,0.9647990857899176,0.7046019590209209,27597,162968,0.9455005229198534,20.931752026081085,0.25806451612903225,0.32,0.2857142857142857,0.625,0.5357142857142857,0.576923076923077,0.41818181818181815,0.4339622641509434,0.42592592592592593,0.5680848586524258,536,11924,0.9420778418235484,0.7732916015532615,661,11924,0.9609982373033253,0.6849358422389702,1197,11924,0.9422284775672439,24.216829299926758
train_run_esm2_75,ok,cuda:0,,0.6351531291611185,0.5665083135391924,0.5988700564971752,0.5510416666666667,0.5047709923664122,0.5268924302788844,0.5879602571595558,0.5322751322751322,0.5587336850874757,0.7193537047623186,20439,231696,0.9729753290424874,0.6902632391944131,22980,231696,0.9550051369039604,0.7395299462036182,43419,231696,0.9609680696686257,14.365087906519571,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.39473684210526316,0.38461538461538464,0.38961038961038963,0.38596491228070173,0.3793103448275862,0.38260869565217387,0.6191381966426025,455,16493,0.9667816408557149,0.6336413023562537,1027,16493,0.9283980779650333,0.6590116894204089,1482,16493,0.9398302693184691,17.434452056884766
train_run_esm2_adamw,ok,cuda:0,,0.5602240896358543,0.5235602094240838,0.5412719891745601,0.6419098143236074,0.524187725631769,0.5771065182829889,0.6021798365122616,0.5239035954168313,0.5603211493767167,0.6872790435659885,27346,309829,0.968435309125261,0.7026532059980797,30387,309829,0.9657752450417076,0.7286084824650614,57733,309829,0.961908408420251,16.74365124106407,0.3225806451612903,0.3125,0.3174603174603175,0.5853658536585366,0.4528301886792453,0.5106382978723404,0.4722222222222222,0.4,0.4331210191082802,0.5281960506529061,778,22018,0.9384698802763376,0.7343274838090067,1316,22018,0.962792972735994,0.691422271163981,2094,22018,0.9516378810636099,17.011308193206787
train_run_esm2_aft,ok,cuda:0,,0.5382608695652173,0.5531724754244861,0.5456148082855884,0.6408934707903781,0.5445255474452555,0.5887924230465668,0.5898876404494382,0.5484130172760144,0.5683947532792005,0.6632741117555022,26742,306878,0.9568010841901045,0.6883024813262455,30064,306878,0.9497691397163136,0.7315601502692666,56806,306878,0.9544002485964462,23.476014691014445,0.2777777777777778,0.3225806451612903,0.29850746268656714,0.6046511627906976,0.49056603773584906,0.5416666666666665,0.45569620253164556,0.42857142857142855,0.4417177914110429,0.5310329706377389,726,22018,0.9273941919493812,0.6970095742827286,1316,22018,0.9286241744553408,0.6628285653328455,2042,22018,0.9479104234581986,20.092846870422363
train_run_esm2_aft_no_lddt_gated,ok,cuda:0,,0.5458593054318789,0.5453736654804271,0.5456163773920785,0.6215767634854772,0.5467153284671533,0.581747572815534,0.5850515463917526,0.5461106655974338,0.5649108253836582,0.6924049798276838,26742,306878,0.9579072522515946,0.69252406880701,30064,306878,0.9520595263165953,0.7442928198357568,56806,306878,0.9592115969702933,30.51609150055916,0.36666666666666664,0.3333333333333333,0.3492063492063492,0.5777777777777777,0.49056603773584906,0.5306122448979591,0.49333333333333335,0.43023255813953487,0.45962732919254656,0.5425950007882152,726,22018,0.9113192062720694,0.7096783900473352,1316,22018,0.9304412279447325,0.6849535512561303,2042,22018,0.9338830372156676,23.163456916809082
train_run_esm2_aft_pair_gated,ok,cuda:0,,0.6060903732809431,0.5479573712255773,0.5755597014925374,0.6938775510204082,0.545985401459854,0.611111111111111,0.6512404580152672,0.546875,0.5945121951219513,0.6799914904978117,26742,306878,0.8680717288631629,0.699890211576444,30064,306878,0.8824042109248389,0.7221093501400925,56806,306878,0.8714508664626793,29.937981051783407,0.36363636363636365,0.24242424242424243,0.2909090909090909,0.7419354838709677,0.4339622641509434,0.5476190476190477,0.5849056603773585,0.36046511627906974,0.4460431654676259,0.6142130679726855,726,22018,0.8284947682726191,0.6767707173176718,1316,22018,0.7676228329406818,0.6779374499794006,2042,22018,0.7841010829057553,20.832548141479492
train_run_esm2_aft_plddt70,ok,cuda:0,,0.5643564356435643,0.48857142857142855,0.5237366003062787,0.6050531914893617,0.5848329048843187,0.5947712418300654,0.5933649289099526,0.5549645390070922,0.5735226752175905,0.5669710484658674,9045,216860,0.9190819778514416,0.7024387704113084,14975,216860,0.9635459865889203,0.6617386642345863,24020,216860,0.9374944829647424,48.92219533920288,0.0,0.0,0,0.5882352941176471,0.5263157894736842,0.5555555555555555,0.5405405405405406,0.4444444444444444,0.4878048780487805,-0.004252217227554368,70,16532,0.38095006682055643,0.7635902901273408,919,16532,0.9719810233192716,0.7315783658275161,989,16532,0.9325552836981096,24.03653907775879
train_run_esm2_aft_single_gated,ok,cuda:0,,0.6121097445600757,0.5776785714285714,0.5943959577400091,0.6124031007751938,0.518978102189781,0.5618332674832082,0.612263300270514,0.5453815261044177,0.5768903993203058,0.6846047994693737,26742,306878,0.9367038475507223,0.6739703652695078,30064,306878,0.9350932082497873,0.7220360104304537,56806,306878,0.932937483986656,29.077197905509703,0.44,0.34375,0.3859649122807018,0.5813953488372093,0.4716981132075472,0.5208333333333334,0.5294117647058824,0.4235294117647059,0.47058823529411764,0.581494013298673,726,22018,0.8783259817963419,0.6896534176018,1316,22018,0.8766871525268545,0.6922105375830565,2042,22018,0.8906284260015055,21.33420753479004
train_run_esm2_conv,ok,cuda:0,,0.5518744551002616,0.5490026019080659,0.5504347826086957,0.61998361998362,0.5465703971119134,0.5809669992325402,0.5869932432432432,0.5476753349093775,0.5666530778638401,0.6532796264830614,27346,309829,0.9547508367667948,0.6810337222922639,30387,309829,0.9544338122954195,0.7206400122369876,57733,309829,0.9505287054280224,30.773453056812286,0.36,0.28125,0.3157894736842105,0.6190476190476191,0.49056603773584906,0.5473684210526316,0.5223880597014925,0.4117647058823529,0.4605263157894737,0.5280678665732784,778,22018,0.8964259606214204,0.684650581967692,1316,22018,0.9525119667453537,0.6689697850319948,2094,22018,0.9399775977750792,20.30516767501831
train_run_esm2_only_homo,ok,cuda:0,,0.05555555555555555,0.030303030303030304,0.0392156862745098,0.7916666666666666,0.3584905660377358,0.49350649350649345,0.47619047619047616,0.23255813953488372,0.3125,0.41827645231849714,712,22018,0.9602454127496922,0.6109185774776055,1316,22018,0.9590934564564927,0.541783390668276,2028,22018,0.9529000940312365,31.728264808654785,,,,,,,,,,,,,,,,,,,,,,
train_run_esm2_plus,ok,cuda:0,,0.6363636363636364,0.4856895056374675,0.5509099852434826,0.6657276995305165,0.511913357400722,0.5787755102040817,0.6524421593830334,0.5,0.5661387463751951,0.6531514884962051,27346,309829,0.950636222756496,0.7351231952147813,30387,309829,0.9609853174583135,0.7303443278135403,57733,309829,0.9481553369178173,14.164252132177353,0.5263157894736842,0.30303030303030304,0.38461538461538464,0.6923076923076923,0.5094339622641509,0.5869565217391305,0.6379310344827587,0.43023255813953487,0.5138888888888888,0.618545610728018,778,22018,0.9293971093004904,0.730090800514505,1316,22018,0.9531389343466807,0.7153442266988532,2094,22018,0.9397550472118789,13.61433458328247
train_run_esm2_plus_proj_gated,ok,cuda:0,,0.5606585788561526,0.5645724258289704,0.562608695652174,0.6370250606305577,0.5689530685920577,0.601067887109077,0.6001672940192389,0.5669695772421968,0.5830963023161316,0.7288475353169438,27346,309829,0.9706462935467077,0.7044770703852383,30387,309829,0.9525615383582828,0.7603741303857773,57733,309829,0.9567184058388705,23.102879613637924,0.2926829268292683,0.375,0.32876712328767116,0.6222222222222222,0.5283018867924528,0.5714285714285715,0.46511627906976744,0.47058823529411764,0.4678362573099415,0.48492014716094806,778,22018,0.9348772626707139,0.7038849649586476,1316,22018,0.9462227266707561,0.6661325397620003,2094,22018,0.9412643882474511,24.14762020111084
train_run_esmc_600m,ok,cuda:0,,0.6048298572996706,0.4803836094158675,0.5354713313896987,0.6553191489361702,0.5441696113074205,0.5945945945945946,0.6332694151486098,0.5156128024980484,0.5684165232358004,0.6289456550262125,27346,347295,0.9584421257881595,0.7060269995548988,31214,347295,0.9601402739703533,0.7132876498491912,58560,347295,0.9536599209823404,14.94367940723896,0.3333333333333333,0.15151515151515152,0.20833333333333331,0.6808510638297872,0.5423728813559322,0.6037735849056605,0.5967741935483871,0.40217391304347827,0.48051948051948057,0.5616656641332524,778,29231,0.9387320017307216,0.6821196636255431,1488,29231,0.9405180406837101,0.6791548105473743,2266,29231,0.9391694211826026,13.83512830734253
train_run_prostt5,ok,cuda:0,,0.5412541254125413,0.4270833333333333,0.4774381368267831,0.6281929990539262,0.4676056338028169,0.5361324182478805,0.5879959308240081,0.4494556765163297,0.509475539885412,0.5909203062200007,27346,365409,0.945014042889448,0.7035870197187297,31278,365409,0.9657667788168793,0.7188668876646663,58624,365409,0.9570733403264935,13.62195179679177,0.47368421052631576,0.2727272727272727,0.34615384615384615,0.6274509803921569,0.5333333333333333,0.5765765765765766,0.5857142857142857,0.44086021505376344,0.5030674846625767,0.5888336893898917,778,32854,0.9091636797054297,0.7155049080524852,1500,32854,0.9677282430737174,0.6951648148651123,2278,32854,0.9524952346036002,12.300545692443848
train_run_prostt5_plus,ok,cuda:0,,0.5455531453362256,0.4366319444444444,0.485053037608486,0.6007789678675755,0.4345070422535211,0.5042909685328975,0.5746536685479733,0.4354587869362364,0.495465604954656,0.5753530044618937,27346,365409,0.9158269639879068,0.685444084535335,31278,365409,0.9675860026251255,0.6969326738817297,58624,365409,0.9433005284819077,18.37035950747403,0.43478260869565216,0.30303030303030304,0.35714285714285715,0.5909090909090909,0.43333333333333335,0.5,0.5373134328358209,0.3870967741935484,0.45,0.5663118340582827,778,32854,0.9008296010343045,0.7012836517276004,1500,32854,0.972671918521826,0.7087399480804014,2278,32854,0.9588636401747842,14.663405895233154
uni2026_run_esm2,ok,cuda:0,,0.7617135207496654,0.36242038216560507,0.49115235217954256,0.7243243243243244,0.3931924882629108,0.5096995055154051,0.7410287081339713,0.3784361637141112,0.5010109179134655,0.5871687460402768,32228,480871,0.9047334542377663,0.6030238901794387,34664,480871,0.9476969143735758,0.608859349365708,66892,480871,0.9269716254063186,15.50114701986313,0.8148148148148148,0.30985915492957744,0.4489795918367347,0.6382978723404256,0.410958904109589,0.4999999999999999,0.7027027027027027,0.3611111111111111,0.47706422018348627,0.6054598030168288,1480,35648,0.8312074736437445,0.6894421083497464,1615,35648,0.9427117861110764,0.6415655237370825,3095,35648,0.8890063163801921,12.420366605122885
